bhagaia,bahagia,,,,,,
bhagia,bahagia,,,,,,
bhagia,bahagia,,,,,,
bhahahaha,haha;,,,,,,
bhahahahahahaa,haha;,,,,,,
bhahahahak,haha;,,,,,,
bhas,bahas,,,,,,
bhasil,berhasil;,,,,,,
bhay,selamat tinggal;,,,,,,
bhay,bye,,,,,,
bhet,banget,,,,,,
bhgia,bahagia,,,,,,
bhgiain,membahagiakan,,,,,,
bhijab,berhijab,,,,,,
bhineka,bineka;,,,,,,
bhinekaan,bhineka;,,,,,,
bhinekais,bineka;,,,,,,
bhinneka,bhineka;,,,,,,
bhkan,bahkan;,,,,,,
bhkn,bahkan,,,,,,
bhn,bahan,,,,,,
bhnya,bahannya,,,,,,
bhong,bohong;,,,,,,
bhs,bahasa,,,,,,
bhuakakakaka,haha;,,,,,,
bhw,bahwa,,,,,,
bhwa,bahwa,,,,,,
bhy,bahaya;,,,,,,
bhya,bahaya;,,,,,,
biadaa,biadab;,,,,,,
biadab,belum beradab,,,,,,
biadap,biadab;,,,,,,
biangnya,biangnya;,,,,,,
biar,agar,,,,,,
biarin,biarkan,,,,,,
biarin,biarkan,,,,,,
biarpn,biarpun;,,,,,,
biasa2,biasa-biasa,,,,,,
biasaa,biasa,,,,,,
biasaaa,biasa,,,,,,
biasaaaa,biasa,,,,,,
biasahhh,biasa,,,,,,
biasain,biasakan;,,,,,,
biasay,biasanya;,,,,,,
biased,bias;,,,,,,
bibib,habib;,,,,,,
bible,injil;,,,,,,
bicarain,bicarakan;,,,,,,
bicarapolitik,bicara politik;,,,,,,
big,besar;,,,,,,
bigfloo,bigflo;,,,,,,
bigitu,begitu;,,,,,,
bigtits,banget;,,,,,,
bijak2,bijak-bijak,,,,,,
bijakberpendapat,bijak berpendapat;,,,,,,
bijb,bandara internasional jawa barat;,,,,,,
bijimana,bagaimana;,,,,,,
bijimane,bagaimana;,,,,,,
bijin,bikin,,,,,,
bikan,bukan;,,,,,,
bikhsu,biksu;,,,,,,
bikin2,bikin-bikin,,,,,,
bikinan,buatan;,,,,,,
bikini2,bikini bikini;,,,,,,
bikinin,bikin,,,,,,
bikinnn,bikin,,,,,,
bikinnya,buatannya;,,,,,,
bikn,bikin,,,,,,
bikos,karena;,,,,,,
"bilang""",bilang-bilang,,,,,,
bilang2,bilang-bilang,,,,,,
bilangg,bilang,,,,,,
bilangin,bilang,,,,,,
bilangin,katakan,,,,,,
bilanh,bilang,,,,,,
bilank,bilang;,,,,,,
bile,bila;,,,,,,
bilion,miliar;,,,,,,
bill,bon;,,,,,,
bilng,bilang,,,,,,
bimas,bima;,,,,,,
bin,alias,,,,,,
binadamai,bina damai;,,,,,,
binatang2,binatang binatang;,,,,,,
binggo,banget,,,,,,
bingiiittttzzzz,banget,,,,,,
bingiiittzz,banget,,,,,,
bingiit,banget,,,,,,
bingiittt,banget,,,,,,
bingit,banget,,,,,,
bingits,banget,,,,,,
bingits,banget,,,,,,
bingitss,banget,,,,,,
bingitsss,banget,,,,,,
bingitt,banget,,,,,,
bingittzz,banget,,,,,,
bingitzzzz,banget,,,,,,
bini,istri,,,,,,
bini,istri,,,,,,
bininya,istrinya;,,,,,,
binluh,binaan dan penyuluhan;,,,,,,
binmas,binaan masyarakat;,,,,,,
bird,biru,,,,,,
birds,burung;,,,,,,
biri,biru,,,,,,
biru2,biru biru;,,,,,,
biruadanya,biru adanya;,,,,,,
bisa2,bisa bisa;,,,,,,
bisa2nya,bisa bisanya;,,,,,,
bisaa,bisa,,,,,,
bisaaa,bisa,,,,,,
bisaÃƒÂ¢Ã¯Â¿Â½ mematikan,bisa mematikan;,,,,,,
bisax,bisanya,,,,,,
bisenye,bisanya;,,,,,,
bisex,bisexual;,,,,,,
bismaniac,bis maniak;,,,,,,
bismillahirrohmannirohhim,bismillahirrahmanirrahim;,,,,,,
bistu,habis itu;,,,,,,
bisya,bisa;,,,,,,
biza,bisa,,,,,,
bj,baju;,,,,,,
bjir,anjir,,,,,,
bju,baju,,,,,,
bk,buku;,,,,,,
bka,buka,,,,,,
bkal,bakal,,,,,,
bkalan,bakalan;,,,,,,
bkan,bukan,,,,,,
bkan,bukan,,,,,,
bkap,ayah;,,,,,,
bkin,bikin,,,,,,
bkipm,badan karantina ikan pengendalian mutu dan keamanan hasil perikanan;,,,,,,
bkl,bakal;,,,,,,
bkln,bakalan,,,,,,
bkn,bukan,,,,,,
bkn,bukan,,,,,,
bkna,bukannya;,,,,,,
bknlah,bukanlah;,,,,,,
bknnya,bukannya;,,,,,,
bkp,ayah;,,,,,,
bkr,bakar;,,,,,,
bks,bungkus;,,,,,,
bl,beli;,,,,,,
bla2,bla bla;,,,,,,
blaa,bla;,,,,,,
blabla,bla bla;,,,,,,
blablabla,bla bla bla;,,,,,,
blackbuttler,black buttler;,,,,,,
blacklist,daftar hitam;,,,,,,
blajar,belajar,,,,,,
blajarnya,belajarnya,,,,,,
blak,sebetulnya,,,,,,
blakan,blak;,,,,,,
blakon,berlakon,,,,,,
blang,belang;,,,,,,
blas,sama sekali;,,,,,,
blass,sama sekali;,,,,,,
blatung,belatung;,,,,,,
blbi,bantuan likuiditas bank indonesia;,,,,,,
blegitu,begitu;,,,,,,
blegug,bodoh;,,,,,,
bleh,boleh,,,,,,
blejetin,blejeti;,,,,,,
blendung,melendung;,,,,,,
blepotan,berantakan,,,,,,
bless,memberkati,,,,,,
blg,bilang,,,,,,
blg,bilang,,,,,,
blgnya,bilangnya;,,,,,,
blh,boleh,,,,,,
bli,beli,,,,,,
bli2n,beli-belikan,,,,,,
blik,balik,,,,,,
blik,kembali,,,,,,
blim,belum,,,,,,
blingsatanya,belingsatan;,,,,,,
bljr,belajar,,,,,,
blk,balik;,,,,,,
blkang,belakang,,,,,,
blkg,belakang;,,,,,,
blkgnya,belakangnya;,,,,,,
blkng,belakang,,,,,,
blkngny,belakangnya;,,,,,,
blln,bulan,,,,,,
blm,belum,,,,,,
blm,belum,,,,,,
bln,bulan,,,,,,
blng,bilang,,,,,,
blng,bilang,,,,,,
blngn,bilangan;,,,,,,
blnja,belanja,,,,,,
block,blok;,,,,,,
block2,blok blok;,,,,,,
blocked,blokir;,,,,,,
blogg,goblok,,,,,,
bloghhh,goblok,,,,,,
blok,goblok,,,,,,
blom,belum,,,,,,
blon,belum;,,,,,,
blondecum,blonde cum;,,,,,,
bloon,belum;,,,,,,
bloonnya,beloonnya;,,,,,,
blow,meledakkan,,,,,,
bls,balas,,,,,,
bls,balas,,,,,,
blsin,balaskan;,,,,,,
blt,bantuan langsung tunai;,,,,,,
blukk,buluk;,,,,,,
blum,belum,,,,,,
blusukan,blusuk;,,,,,,
blusukanahok,blusukan ahok;,,,,,,
bmÃƒÂ¢,bm;,,,,,,
bmi,body mass index;,,,,,,
bnajarmasin,banjarmasin;,,,,,,
bnd,band;,,,,,,
bnda,bunda,,,,,,
bndg,bandung;,,,,,,
bndr,bandar;,,,,,,
bner,benar,,,,,,
bner,benar,,,,,,
"bner""",benar-benar,,,,,,
bner2,benar-benar,,,,,,
bneraan,benaran,,,,,,
bneran,benaran,,,,,,
bnern,benaran,,,,,,
bnerr,benar,,,,,,
bng,bang,,,,,,
bngat,banget,,,,,,
bngatt,banget,,,,,,
bngeeeetttt,banget,,,,,,
bngeet,banget,,,,,,
bnget,banget,,,,,,
bnget,banget,,,,,,
bngett,banget,,,,,,
bngettt,banget,,,,,,
bngetttt,banget,,,,,,
bnggain,banggakan,,,,,,
bngkit,bangkit,,,,,,
bngks,bungkus;,,,,,,
bngng,bingung;,,,,,,
bngs,bangsa;,,,,,,
bngsa,bangsa;,,,,,,
bngsat,bangsat;,,,,,,
bngst,bangsat;,,,,,,
bngt,banget,,,,,,
bngt,banget,,,,,,
bngtt,banget,,,,,,
bngtt,banget,,,,,,
bngttt,banget,,,,,,
bngtttt,banget,,,,,,
bngtzt,banget,,,,,,
bngun,bangun,,,,,,
bngunlah,bangunlah,,,,,,
bngy,banget,,,,,,
bni,bank negara indonesia;,,,,,,
bnk,bang,,,,,,
bnn,badan narkotika nasional;,,,,,,
bnp2tki,badan nasional penempatan dan perlindungan tenaga kerja indonesia;,,,,,,
bnpt,badan nasional penanggulangan terorisme;,,,,,,
bnptki,badan nasional penempatan dan perlindungan tenaga kerja indonesia;,,,,,,
bnr,benar,,,,,,
bnr,benar,,,,,,
bnr2,benar-benar,,,,,,
bnran,benaran,,,,,,
bnrbnr,benar benar;,,,,,,
bnrn,benaran,,,,,,
bntar,bentar,,,,,,
bntr,bentar,,,,,,
bntu,bantu,,,,,,
bny,bothnewyear;,,,,,,
bnyak,banyak,,,,,,
bnyakn,banyakan;,,,,,,
bnyk,banyak,,,,,,
bnyk,banyak,,,,,,
bnykny,banyaknya;,,,,,,
boakaka,wkwk;,,,,,,
bobo,tidur;,,,,,,
bobok,tidur;,,,,,,
bocah2,bocah bocah;,,,,,,
bocahh,bocah;,,,,,,
bocil,bocah cilik;,,,,,,
bodat,monyet;,,,,,,
bodhoo,bodoh,,,,,,
bodhooo,bodoh,,,,,,
bodo,bodoh;,,,,,,
bodo,bodoh,,,,,,
bodoh2in,bodoh bodohi;,,,,,,
bodohie,bodohi;,,,,,,
bodong2an,bodong bodongan;,,,,,,
bohongin,bohongi;,,,,,,
boikotindosat,boikot indosat;,,,,,,
boikotprodukchina,boikot produk cina;,,,,,,
bokap,ayah;,,,,,,
bokaps,ayah;,,,,,,
bokapz,ayah;,,,,,,
bokef,bokep;,,,,,,
bokepabg,bokep anak baru gede;,,,,,,
bokepasia,bokep asia;,,,,,,
bokepasian,bokep asia;,,,,,,
bokepbarat,bokep barat;,,,,,,
bokepgratis,bokep gratis;,,,,,,
bokephot,bokep hot;,,,,,,
bokepindo,bokep indo;,,,,,,
bokeponline,bokep online;,,,,,,
bokepsma,bokep sma;,,,,,,
bokepterb,bokep terbaru;,,,,,,
boker,berak,,,,,,
boking,booking;,,,,,,
bol3h,boleh,,,,,,
bolang,bocah petualang,,,,,,
bole,boleh,,,,,,
boleh2,boleh-boleh,,,,,,
boloho,bodoh;,,,,,,
bolong2,bolong bolong;,,,,,,
bondo,harta;,,,,,,
bong200,cebong iq dua ratus;,,,,,,
bongg,cebong;,,,,,,
bongsay,bonsai;,,,,,,
boong,bohong,,,,,,
bo'ong,bohong,,,,,,
boongan,bohongan;,,,,,,
boongin,bohongi;,,,,,,
borax,boraks;,,,,,,
borisq,boris ku,,,,,,
boro2,boro-boro,,,,,,
borot,bocor;,,,,,,
bosaan,bosan,,,,,,
bosen,bosan,,,,,,
bosen,bosan,,,,,,
bosen2,bosan-bosan,,,,,,
bosenin,membosankan,,,,,,
boskuh,bosku;,,,,,,
bosnyo,bosnya;,,,,,,
bosok,busuk;,,,,,,
bosq,bosku;,,,,,,
bosque,bosku;,,,,,,
boss,bos,,,,,,
botakbego,botak bego,,,,,,
botakin,botaki,,,,,,
botakkkk,botak,,,,,,
boten,tidak;,,,,,,
both,keduanya,,,,,,
botolkosong,botol kosong;,,,,,,
botul,betul;,,,,,,
botzidancreative,bot zidan creative;,,,,,,
bouksid,bauksit;,,,,,,
bovendigul,boven digoel;,,,,,,
boycottisrael,boikot israel;,,,,,,
bozen,bosan;,,,,,,
bozn,bosan;,,,,,,
bp,bapak;,,,,,,
bp,bapak,,,,,,
bp3tki,balai pelayanan penempatan dan perlindungan tenaga kerja indonesia;,,,,,,
bpak,bapak;,,,,,,
bpd,badan permusyawaratan desa;,,,,,,
bpi,bsm pembayaran instusi;,,,,,,
bpip,badan pembinaan ideologi pancasila;,,,,,,
bpjs,badan penyelenggara jaminan sosial;,,,,,,
bpk,bapak;,,,,,,
bpk,bapak,,,,,,
bpkmu,bapakmu,,,,,,
bpknya,bapaknya,,,,,,
bpknyalah,bapaknyalah;,,,,,,
bpom,badan pengawas obat dan makanan;,,,,,,
bps,badan pusat statistik;,,,,,,
br,baru,,,,,,
br,baru,,,,,,
br1m,brim;,,,,,,
bradegan,beradegan,,,,,,
brÃƒÂ°,bra;,,,,,,
brahahahaa,haha;,,,,,,
brainwash,cuci otak;,,,,,,
brand,merek;,,,,,,
branded,bermerek;,,,,,,
brandnya,mereknya;,,,,,,
brangkt,berangkat;,,,,,,
brangnya,barangnya,,,,,,
brani,berani,,,,,,
braninya,beraninya;,,,,,,
branjak,beranjak,,,,,,
brantas,berantas;,,,,,,
brantem,berantem,,,,,,
brapa,berapa,,,,,,
brarti,berarti,,,,,,
brarti,berarti,,,,,,
brasa,berasa,,,,,,
brasa,berasa,,,,,,
brasal,berasal;,,,,,,
brati,berarti;,,,,,,
bravohasanah,bravo hasanah;,,,,,,
bravoo,bravo;,,,,,,
bravopolri,bravo kepolisian republik indonesia;,,,,,,
bray,bro;,,,,,,
brayyy,bray,,,,,,
brb,be right back;,,,,,,
brbagai,berbagai;,,,,,,
brbakti,berbakti,,,,,,
brbeda,berbeda;,,,,,,
brbuat,berbuat,,,,,,
brdekatan,berdekatan;,,,,,,
brdiri,berdiri,,,,,,
brdoa,berdoa;,,,,,,
brdua,berdua,,,,,,
breake,istirahat;,,,,,,
breaking,istirahat;,,,,,,
breakingnewssektorriil,breaking news sektor riil;,,,,,,
breathe,breath;,,,,,,
brekekekekek,wkwk;,,,,,,
brekekekekekek,wkwk;,,,,,,
brempuan,perempuan,,,,,,
brengsek,berengsek;,,,,,,
brengsekk,brengsek,,,,,,
brengseknya,berengseknya;,,,,,,
brengset,berengsek;,,,,,,
brent,berhenti;,,,,,,
bres,beres,,,,,,
brewokan,berewokan;,,,,,,
brfikir,berpikir;,,,,,,
brg,bareng,,,,,,
"brg""",bareng-bareng,,,,,,
brgkali,barangkali;,,,,,,
brgkt,berangkat;,,,,,,
brguna,berguna,,,,,,
brharap,berharap;,,,,,,
brharga,berharga;,,,,,,
brhasil,berhasil,,,,,,
brhasil,berhasil,,,,,,
brhjb,berhijab,,,,,,
brhsl,berhasil;,,,,,,
bri,bank rakyat indonesia;,,,,,,
brightside,bright side;,,,,,,
brigpol,brigadir polisi;,,,,,,
brikut,berikut;,,,,,,
brillian,brilian;,,,,,,
brimob,brigade mobil;,,,,,,
bringas,beringas;,,,,,,
bripka,brigadir polisi kepala;,,,,,,
brisek,berisik;,,,,,,
brisi,berisi,,,,,,
brisik,berisik;,,,,,,
brisyariah,bank rakyat indonesia syariah;,,,,,,
brita,berita,,,,,,
britakan,beritakan,,,,,,
britanya,beritanya,,,,,,
briziek,berisik;,,,,,,
brjdh,berjodoh,,,,,,
brjln,berjalan;,,,,,,
brjodoh,berjodoh,,,,,,
brjuang,berjuang;,,,,,,
brkata,berkata;,,,,,,
brkedok,berkedok;,,,,,,
brkeliaran,berkeliaran;,,,,,,
brkfst,sarapan;,,,,,,
brkoalisi,berkoalisi;,,,,,,
brkpntingan,berkepentingan;,,,,,,
brkuasa,berkuasa;,,,,,,
brkumandang,berkumandang;,,,,,,
brkunjun,berkunjung,,,,,,
brli,beli;,,,,,,
brmslh,bermasalah;,,,,,,
brng,barang;,,,,,,
brngkat,berangkat;,,,,,,
brngkt,berangkat;,,,,,,
brngsekk,berengsek;,,,,,,
brngsk,berengsek;,,,,,,
brni,berani;,,,,,,
brniat,berniat;,,,,,,
brnti,berhenti;,,,,,,
brobat,berobat,,,,,,
brojol,melahirkan,,,,,,
brondong,berondong;,,,,,,
brondonglokal,berondong lokal;,,,,,,
bronis,brondong manis,,,,,,
broo,bro;,,,,,,
brooh,bro;,,,,,,
broooh,bro,,,,,,
brosing,browsing;,,,,,,
browh,bro;,,,,,,
brp,berapa,,,,,,
brp,berapa,,,,,,
brpa,berapa,,,,,,
brpedoman,berpedoman;,,,,,,
brpkir,berpikir;,,,,,,
brpndapat,berpendapat,,,,,,
brrt,berarti,,,,,,
brrti,berarti,,,,,,
brs,beres;,,,,,,
brsal,berasal;,,,,,,
brsama,bersama,,,,,,
brsama,bersama,,,,,,
brsamamu,bersamamu;,,,,,,
brsdmbermitra,badan riset dan sumber daya manusia kelautan dan perikanan bermitra;,,,,,,
brshbt,bersahabat;,,,,,,
brsm,bersama;,,,,,,
brsma,bersama,,,,,,
brsyukur,bersyukur,,,,,,
brtahan,bertahan;,,,,,,
brtahun,bertahun;,,,,,,
brtemu,bertemu;,,,,,,
brthn,bertahan;,,,,,,
brti,berarti;,,,,,,
brtmn,berteman;,,,,,,
brtngkar,bertengkar,,,,,,
brtopeng,bertopeng;,,,,,,
bru,baru,,,,,,
bruakakakak,wkwk;,,,,,,
brubah,berubah,,,,,,
bruh,buruh;,,,,,,
brumob,brigade mobil;,,,,,,
brunsur,berunsur;,,,,,,
brupaya,berupaya;,,,,,,
brusaha,berusaha,,,,,,
brushalah,berusahalah;,,,,,,
brussels,brussel;,,,,,,
brwajah,berwajah;,,,,,,
brwibawah,berwibawa,,,,,,
bry,bro;,,,,,,
bryaw,sabar ya;,,,,,,
bryw,sabar ya;,,,,,,
bs,bisa,,,,,,
bs,bisa,,,,,,
bsa,bisa,,,,,,
bsa,bisa,,,,,,
bsbi2018,beasiswa seni dan budaya indonesia 2018;,,,,,,
bsk,besok,,,,,,
bsn,badan standarisasi nasional;,,,,,,
bsok,besok,,,,,,
bsok,besok,,,,,,
bsoq,besok;,,,,,,
bsr,besar;,,,,,,
bsrta,beserta;,,,,,,
bssar,besar;,,,,,,
bt,buat,,,,,,
bt,tapi,,,,,,
bte,bosan;,,,,,,
btg,batang;,,,,,,
bth,butuh;,,,,,,
btl,betul;,,,,,,
btob,born to beat;,,,,,,
btp,ahok;,,,,,,
btuh,butuh,,,,,,
btul,betul,,,,,,
btulan,betulan,,,,,,
btull,betul;,,,,,,
btw,by the way;,,,,,,
btw,omong omong,,,,,,
buablas,bablas;,,,,,,
buad,buat;,,,,,,
buah2an,buah buahan;,,,,,,
buahahaha,haha;,,,,,,
buajingan,bajingan;,,,,,,
buang2,buang buang;,,,,,,
buanget,banget,,,,,,
buangtabiat,buang tabiat;,,,,,,
buanyaaak,banyak,,,,,,
buanyak,banyak;,,,,,,
buat2,buat buat;,,,,,,
buatapa,buat apa;,,,,,,
buatin,buatkan,,,,,,
bubaar,bubar,,,,,,
bubarin,bubarkan;,,,,,,
bubarkandpr,bubarkan dewan perwakilan rakyat;,,,,,,
bubarkangmbi,bubarkan gerakan masyarakat bawah indonesia;,,,,,,
bubarkanpks,bubarkan partai keadilan sejahtera;,,,,,,
bucin,budak cinta;,,,,,,
bucinnya,budak cintanya;,,,,,,
budak2,budak budak;,,,,,,
budak2nya,budak budaknya;,,,,,,
budayaÃƒÂ¢,budaya;,,,,,,
budayaÃƒÂ¢Ã¯Â¿Â½ pancasila,budaya pancasila;,,,,,,
budayaÃƒÂ°,budaya;,,,,,,
budeg,budek;,,,,,,
budeh,bude;,,,,,,
budha,buddha;,,,,,,
budhaisme,buddhaisme;,,,,,,
budisepang,budi sepang;,,,,,,
budugan,budukan;,,,,,,
buhaerah,buhaira;,,,,,,
buihh,buih;,,,,,,
bujngn,bujangan,,,,,,
bujukk,bujuk,,,,,,
buk,ibu,,,,,,
buka2,buka-buka,,,,,,
buka2an,buka-bukaan,,,,,,
bukabukaan,buka bukaan;,,,,,,
bukak,buka,,,,,,
bukan2,bukan bukan;,,,,,,
bukan'a,bukannya,,,,,,
bukanbukan,bukan bukan;,,,,,,
bukane,bukannya;,,,,,,
bukann,bukan;,,,,,,
bukansamawi,bukan samawi;,,,,,,
bukber,buka bersama;,,,,,,
bukhan,bukan;,,,,,,
bukn,bukan,,,,,,
bukti2,bukti-bukti,,,,,,
buktiin,buktikan,,,,,,
buktik,bukti;,,,,,,
buktikan,buktikan;,,,,,,
buktikn,buktikan;,,,,,,
buktikqn,buktikan;,,,,,,
buktinyaaa,buktinya,,,,,,
buku2,buku buku;,,,,,,
bukugpu,buku gpu;,,,,,,
bul,kibul;,,,,,,
bulaann,bulan;,,,,,,
bulanbaktikipm2018,bulan bakti kipm 2018;,,,,,,
buleh,boleh;,,,,,,
bulepotan,belepotan;,,,,,,
bulet,bulat,,,,,,
buli,bully;,,,,,,
bully,ganggu,,,,,,
bulol,bucin tolol,,,,,,
bulshit,kibul;,,,,,,
buluk,jelek,,,,,,
bulukan,jelek,,,,,,
buluq,buluk;,,,,,,
bumbuin,bumbui;,,,,,,
bumdes,badan usaha milik desa;,,,,,,
bumdesmendunia,badan usaha milik desa mendunia;,,,,,,
bumil,ibu hamil;,,,,,,
buminusantara,bumi nusantara;,,,,,,
bumn,badan usaha milik negara;,,,,,,
bund,bunda,,,,,,
bundaa,bunda,,,,,,
bundaaa,bunda,,,,,,
bundaaaa,bunda,,,,,,
bundir,bunuh diri;,,,,,,
bundokandung,bunda kandung;,,,,,,
bunga2,bunga-bunga,,,,,,
bungggg,bung,,,,,,
bunggus,bungkus;,,,,,,
bungkarno,bung karno;,,,,,,
bungkusin,bungkuskan,,,,,,
bungkuuussss,bungkus,,,,,,
bungkuuuuuuuuusss,bungkus,,,,,,
bunmai,bunda maya,,,,,,
bunting,hamil,,,,,,
buntingnya,hamilnya;,,,,,,
bunyi2,bunyi bunyi;,,,,,,
buraq,burak;,,,,,,
burem,buram,,,,,,
buritt,burit;,,,,,,
burjo,bubur kacang ijo;,,,,,,
buroq,burak;,,,,,,
burqa,burka;,,,,,,
buru2,buru buru;,,,,,,
"Buruan join skarang?""",zeroisasi,,,,,,
buruann,buruan,,,,,,
buruannn,buruan,,,,,,
burukÃƒÂ¢,buruk;,,,,,,
buryam,bubur ayam;,,,,,,
busa2,busa busa;,,,,,,
busedh,buset,,,,,,
buseet,buset;,,,,,,
buseett,buset,,,,,,
busuk2,busuk busuk;,,,,,,
busukk,busuk;,,,,,,
busukmawati,bu sukmawati;,,,,,,
but,tapi,,,,,,
butuhan,butuhkan;,,,,,,
buuktikan,buktikan;,,,,,,
buuun,bun,,,,,,
buuuuuk,ibu,,,,,,
buuwhaha,haha;,,,,,,
buwat,buat;,,,,,,
buzer,buzzer;,,,,,,
buzzer2,buzzer,,,,,,
buzzerahoaxsebarkanhoax,buzzer ahok sebar hoaks;,,,,,,
buzzerbuzzernya,buzzer buzzernya;,,,,,,
bw,bawa,,,,,,
bwa,bawa;,,,,,,
"bwa""",bawa-bawa,,,,,,
bwaanx,bawaan;,,,,,,
bwah,bawah,,,,,,
bwahaha,haha;,,,,,,
bwahahahhahha,haha;,,,,,,
bwahahhahaha,haha;,,,,,,
bwang,bawang;,,,,,,
bwangeeuut,banget;,,,,,,
bwgitu,begitu;,,,,,,
bwh,bawah;,,,,,,
bwos,beos;,,,,,,
bwrjuang,berjuang,,,,,,
bwt,buat,,,,,,
bwt,buat,,,,,,
by,oleh,,,,,,
byak,banyak,,,,,,
byangin,membayangkan,,,,,,
byaran,bayaran,,,,,,
byk,banyak,,,,,,
byk,banyak,,,,,,
bynk,banyak;,,,,,,
byr,bayar;,,,,,,
bz,bisa,,,,,,
bzen,bosan;,,,,,,
bzir,anjing,,,,,,
bzn,bosan;,,,,,,
bzz,hem;,,,,,,
c,sih,,,,,,
caaannnttiikkk,cantik,,,,,,
caantiiik,cantik,,,,,,
cabe,cabai,,,,,,
cabe,cewek murahan,,,,,,
cabe2,cabe-cabe,,,,,,
cabe2an,cabe-cabean,,,,,,
cabecabeaan,cabe cabean;,,,,,,
cabol,cabul,,,,,,
cabut,pergi;,,,,,,
cabutnobelsuukyi,cabut nobel suu kyi;,,,,,,
cacad,cacat;,,,,,,
cacimaki,caci maki;,,,,,,
'cacing2',cacing-cacing,,,,,,
cadasss,cadas,,,,,,
cagarÃƒÂ¢Ã¯Â¿Â½ budaya,cagar budaya;,,,,,,
cageur,sehat;,,,,,,
cagub,calon gubernur;,,,,,,
cagubnya,calon gubernurnya;,,,,,,
cahya,cahaya;,,,,,,
caiank,sayang;,,,,,,
caiyo,semangat;,,,,,,
cakada,calon kepala daerah;,,,,,,
cakeeeeppp,cakep,,,,,,
cakeep,cakep,,,,,,
cakep,cakap;,,,,,,
cakep,bagus,,,,,,
cakep2,cakap cakap;,,,,,,
cakepan,bagusan,,,,,,
cakepp,cakep,,,,,,
cakimin,cak imin;,,,,,,
cakiminthenextwapres,cak imin the next wakil presiden;,,,,,,
cakiminthenextwaprescak,cak imin the next wakil presiden cak;,,,,,,
calculus,kalkulus;,,,,,,
caleg,calon legislatif;,,,,,,
cali,caci,,,,,,
calonin,calonkan;,,,,,,
calonwalikotabandung,calon wali kota bandung;,,,,,,
calonwalikotabandung2018,calon wali kota bandung 2018;,,,,,,
campaign,kampanye;,,,,,,
campur2,campur campur;,,,,,,
campurin,mencampuri,,,,,,
campus,kampus;,,,,,,
campuss,kampus;,,,,,,
camtu,macam itu;,,,,,,
canci,cantik,,,,,,
cannnnntikkkkkkk,cantik,,,,,,
cannntikk,cantik,,,,,,
cans,cantik,,,,,,
canteek,cantik,,,,,,
cantek,cantik;,,,,,,
cantek,cantik,,,,,,
canti,cantik,,,,,,
cantiiiiiiik,cantik,,,,,,
cantiiiik,cantik,,,,,,
cantiiiikk,cantik,,,,,,
cantiiik,cantik,,,,,,
cantiiik,cantik,,,,,,
cantiiikk,cantik,,,,,,
cantiiikkk,cantik,,,,,,
cantiiillx,cantik,,,,,,
cantiik,cantik,,,,,,
cantiik,cantik,,,,,,
cantiik2,cantik-cantik,,,,,,
cantiikk,cantik,,,,,,
cantiikk,cantik,,,,,,
cantiikkkk,cantik,,,,,,
cantik2,cantik-cantik,,,,,,
cantik2nya,cantik-cantiknya,,,,,,
cantika,cantik,,,,,,
cantikan,lebih cantik,,,,,,
cantikk,cantik,,,,,,
cantikk,cantik,,,,,,
cantikkk,cantik,,,,,,
cantikkkk,cantik,,,,,,
cantikkkkk,cantik,,,,,,
cantikkkkkk,cantik,,,,,,
cantikkkkkkkk,cantik,,,,,,
cantikkkm,cantik,,,,,,
cantiknnnnyaaaaaaa,cantiknya,,,,,,
cantiknyaa,cantiknya,,,,,,
cantiknyaaa,cantiknya,,,,,,
cantiknyaaaaa,cantiknya,,,,,,
cantiks,cantik,,,,,,
cantikx,cantiknya,,,,,,
cantinya,cantiknya,,,,,,
cantip,cantik,,,,,,
cantiq,cantik,,,,,,
cantiqs,cantik,,,,,,
cantix,cantik,,,,,,
cantk,cantik,,,,,,
canttikkk,cantik,,,,,,
canttttikkk,cantik,,,,,,
cantuk,cantik;,,,,,,
canyk,cantik,,,,,,
capa,sapa,,,,,,
cape,capek,,,,,,
cape2,capai capai;,,,,,,
capee,cape,,,,,,
capek,cape;,,,,,,
capekmiskin,lelah miskin,,,,,,
capeknya,capainya;,,,,,,
capenya,capainya;,,,,,,
capeq,capai;,,,,,,
caper,cari perhatian;,,,,,,
caper,cari perhatian,,,,,,
capernya,cari perhatiannya;,,,,,,
capres,calon presiden;,,,,,,
capresgoblok,calon presiden goblok;,,,,,,
capresnya,calon presidennya;,,,,,,
capresrakyat,calon presiden rakyat;,,,,,,
captionnya,keterangannya,,,,,,
cara2,cara cara;,,,,,,
caranga,caranya,,,,,,
cari2,cari-cari,,,,,,
cariin,carikan,,,,,,
carper,cari perhatian,,,,,,
carsen,cari sensasi;,,,,,,
casing,bingkai,,,,,,
catetan,catatan;,,,,,,
catiiiiik,cantik,,,,,,
catokin,catok,,,,,,
caturx,catur;,,,,,,
cawagub,calon wakil gubernur;,,,,,,
cawapres,calon wakil presiden;,,,,,,
cawapres2019,calon wakil presiden 2019;,,,,,,
cawapresnya,calon wakil presidennya;,,,,,,
cawgub,calon wakil gubernur;,,,,,,
caya,percaya,,,,,,
cayaang,sayang,,,,,,
cayo,semangat;,,,,,,
cb,coba,,,,,,
cba,coba,,,,,,
cba,coba,,,,,,
ccd,cacat;,,,,,,
ccok,cocok,,,,,,
cd,celana dalam,,,,,,
cebon,cebong;,,,,,,
cebong2,cebong cebong;,,,,,,
cebongers,cebonger;,,,,,,
